"genus","family","order","W","V","H","N","K","p"
"Trigonopterum","Asteraceae","Asterales",0,0,0,1,0,NA
"Trigonopyren","Rubiaceae","Gentianales",0,0,0,9,0,NA
"Trigonosciadium","Apiaceae","Apiales",0,0,0,2,0,NA
"Trigonospermum","Asteraceae","Asterales",0,0,1,6,1,0
"Trigonospora","Thelypteridaceae","Polypodiales",0,0,0,2,0,NA
"Trigonostemon","Euphorbiaceae","Malpighiales",1,0,0,84,1,1
"Trigonotis","Boraginaceae","UnknownOrder-Boraginaceae",0,0,1,46,1,0
"Triguera","Solanaceae","Solanales",0,0,0,3,0,NA
"Trigynaea","Annonaceae","Magnoliales",3,0,0,8,3,1
"Trihesperus","Asparagaceae","Asparagales",0,0,0,2,0,NA
"Trilepidea","Loranthaceae","Santalales",1,0,0,1,1,1
"Trilepis","Cyperaceae","Poales",0,0,1,5,1,0
"Trilepisium","Moraceae","Rosales",1,0,0,1,1,1
"Trilisa","Asteraceae","Asterales",0,0,1,2,1,0
"Trillesanthus","Dipterocarpaceae","Malvales",0,0,0,1,0,NA
"Trillium","Melanthiaceae","Liliales",0,0,40,50,40,0
"Trilobachne","Poaceae","Poales",0,0,0,1,0,NA
"Trimeria","Salicaceae","Malpighiales",0,0,0,2,0,NA
"Trimerocalyx","Plantaginaceae","Lamiales",0,0,0,1,0,NA
"Trimezia","Iridaceae","Asparagales",0,0,15,27,15,0
"Trinia","Apiaceae","Apiales",0,0,1,10,1,0
"Triniochloa","Poaceae","Poales",0,0,0,6,0,NA
"Triniteurybia","Asteraceae","Asterales",0,0,0,1,0,NA
"Triodanis","Campanulaceae","Asterales",0,0,1,6,1,0
"Triodia","Poaceae","Poales",0,0,5,68,5,0
"Triodoglossum","Apocynaceae","Gentianales",0,0,0,1,0,NA
"Triolena","Melastomataceae","Myrtales",0,1,0,20,0,NA
"Trioncinia","Asteraceae","Asterales",0,0,0,1,0,NA
"Triopterys","Malpighiaceae","Malpighiales",0,0,0,1,0,NA
"Triosteum","Caprifoliaceae","Dipsacales",1,0,1,5,2,0.5
"Triphasia","Rutaceae","Sapindales",0,0,0,1,0,NA
"Triphlebia","Aspleniaceae","Polypodiales",0,0,0,1,0,NA
"Triphora","Orchidaceae","Asparagales",0,0,1,18,1,0
"Triphyophyllum","Dioncophyllaceae","Caryophyllales",0,0,0,1,0,NA
"Triphysaria","Orobanchaceae","Lamiales",0,0,1,6,1,0
"Triplachne","Poaceae","Poales",0,0,0,1,0,NA
"Tripladenia","Colchicaceae","Liliales",0,0,1,1,1,0
"Triplarina","Myrtaceae","Myrtales",4,0,0,7,4,1
"Triplaris","Polygonaceae","Caryophyllales",8,0,0,19,8,1
"Triplasis","Poaceae","Poales",0,0,1,2,1,0
"Tripleurospermum","Asteraceae","Asterales",0,0,2,38,2,0
"Triplisomeris","Fabaceae","Fabales",0,0,0,4,0,NA
"Triplocephalum","Asteraceae","Asterales",0,0,0,1,0,NA
"Triplochiton","Malvaceae","Malvales",2,0,0,2,2,1
"Triplophyllum","Tectariaceae","Polypodiales",0,0,3,18,3,0
"Triplopogon","Poaceae","Poales",0,0,0,1,0,NA
"Triplosperma","Apocynaceae","Gentianales",0,0,0,1,0,NA
"Triplostegia","Caprifoliaceae","Dipsacales",0,0,2,2,2,0
"Triplotaxis","Asteraceae","Asterales",0,0,0,1,0,NA
"Tripodanthus","Loranthaceae","Santalales",0,0,0,2,0,NA
"Tripodion","Fabaceae","Fabales",0,0,1,1,1,0
"Tripogandra","Commelinaceae","Commelinales",0,0,1,22,1,0
"Tripogon","Poaceae","Poales",0,0,1,46,1,0
"Tripolium","Asteraceae","Asterales",0,0,0,2,0,NA
"Tripora","Lamiaceae","Lamiales",0,0,0,1,0,NA
"Tripsacum","Poaceae","Poales",0,0,1,14,1,0
"Tripteris","Asteraceae","Asterales",0,0,0,20,0,NA
"Tripterocalyx","Nyctaginaceae","Caryophyllales",0,0,0,1,0,NA
"Tripterodendron","Sapindaceae","Sapindales",0,0,0,1,0,NA
"Tripterospermum","Gentianaceae","Gentianales",0,0,0,21,0,NA
"Tripterygium","Celastraceae","Celastrales",0,0,0,1,0,NA
"Triptilion","Asteraceae","Asterales",0,0,0,7,0,NA
"Triptilium","Asteraceae","Asterales",0,0,0,1,0,NA
"Triptilodiscus","Asteraceae","Asterales",0,0,1,1,1,0
"Triraphis","Poaceae","Poales",0,0,1,8,1,0
"Triscenia","Poaceae","Poales",0,0,0,1,0,NA
"Trischidium","Fabaceae","Fabales",0,0,0,5,0,NA
"Trisepalum","Gesneriaceae","Lamiales",0,0,0,2,0,NA
"Trisetaria","Poaceae","Poales",0,0,0,17,0,NA
"Trisetella","Orchidaceae","Asparagales",0,0,1,23,1,0
"Trisetokoeleria","Poaceae","Poales",0,0,0,3,0,NA
"Trisetum","Poaceae","Poales",0,0,12,87,12,0
"Tristachya","Poaceae","Poales",0,0,2,20,2,0
"Tristagma","Amaryllidaceae","Asparagales",0,0,1,31,1,0
"Tristania","Myrtaceae","Myrtales",1,0,0,1,1,1
"Tristaniopsis","Myrtaceae","Myrtales",23,0,0,40,23,1
"Tristellateia","Malpighiaceae","Malpighiales",4,0,0,21,4,1
"Tristemma","Melastomataceae","Myrtales",0,1,0,11,0,NA
"Tristemonanthus","Celastraceae","Celastrales",0,0,0,2,0,NA
"Tristerix","Loranthaceae","Santalales",2,0,0,11,2,1
"Tristicha","Podostemaceae","Malpighiales",0,0,1,2,1,0
"Triteleia","Asparagaceae","Asparagales",0,0,10,16,10,0
"Triteleiopsis","Asparagaceae","Asparagales",0,0,0,1,0,NA
"Trithrinax","Arecaceae","Arecales",4,0,0,4,4,1
"Trithuria","Hydatellaceae","Nymphaeales",0,0,2,12,2,0
"Triticale","Poaceae","Poales",0,0,0,1,0,NA
"Triticosecale","Poaceae","Poales",0,0,0,4,0,NA
"Triticum","Poaceae","Poales",0,0,1,28,1,0
"Trititrigia","Poaceae","Poales",0,0,0,1,0,NA
"Tritonia","Iridaceae","Asparagales",0,0,5,26,5,0
"Tritoniopsis","Iridaceae","Asparagales",0,0,5,23,5,0
"Triumfetta","Malvaceae","Malvales",3,0,1,102,4,0.75
"Triunia","Proteaceae","Proteales",0,0,0,1,0,NA
"Triuridopsis","Triuridaceae","Pandanales",0,0,0,2,0,NA
"Triuris","Triuridaceae","Pandanales",0,0,0,4,0,NA
"Trivalvaria","Annonaceae","Magnoliales",1,0,0,4,1,1
"Trixis","Asteraceae","Asterales",1,0,0,42,1,1
"Trizeuxis","Orchidaceae","Asparagales",0,0,0,1,0,NA
"Trochetia","Malvaceae","Malvales",0,0,0,1,0,NA
"Trochetiopsis","Malvaceae","Malvales",1,0,0,2,1,1
"Trochiscanthes","Apiaceae","Apiales",0,0,0,1,0,NA
"Trochocarpa","Ericaceae","Ericales",1,0,0,1,1,1
"Trochodendron","Trochodendraceae","Trochodendrales",1,0,0,1,1,1
"Trochomeria","Cucurbitaceae","Cucurbitales",0,1,0,8,0,NA
"Trochomeriopsis","Cucurbitaceae","Cucurbitales",0,1,0,1,0,NA
"Troglophyton","Asteraceae","Asterales",0,0,0,6,0,NA
"Trogostolon","Davalliaceae","Polypodiales",0,0,0,2,0,NA
"Trollius","Ranunculaceae","Ranunculales",0,0,7,29,7,0
"Tromotriche","Apocynaceae","Gentianales",0,0,0,10,0,NA
"Tropaeolum","Tropaeolaceae","Brassicales",0,0,15,88,15,0
"Trophaeum","Tropaeolaceae","Brassicales",0,0,0,1,0,NA
"Trophis","Moraceae","Rosales",4,0,0,9,4,1
"Tropidia","Orchidaceae","Asparagales",0,0,1,32,1,0
"Tropidocarpum","Brassicaceae","Brassicales",0,0,0,4,0,NA
"Tropidococcus","Malvaceae","Malvales",0,0,0,1,0,NA
"Troximon","Asteraceae","Asterales",0,0,0,6,0,NA
"Trungboa","Plantaginaceae","Lamiales",0,0,0,1,0,NA
"Trymalium","Rhamnaceae","Rosales",0,0,0,5,0,NA
"Trymatococcus","Moraceae","Rosales",2,0,0,2,2,1
"Tryssophyton","Melastomataceae","Myrtales",0,0,0,1,0,NA
"Tsebona","Sapotaceae","Ericales",0,0,0,1,0,NA
"Tsingya","Sapindaceae","Sapindales",0,0,0,1,0,NA
"Tsoala","Solanaceae","Solanales",0,0,0,1,0,NA
"Tsuga","Pinaceae","Pinales",6,0,0,10,6,1
"Tuberaria","Cistaceae","Malvales",0,0,1,12,1,0
"Tuberculocarpus","Asteraceae","Asterales",0,0,0,1,0,NA
"Tuberolabium","Orchidaceae","Asparagales",0,0,0,18,0,NA
"Tuberostylis","Asteraceae","Asterales",0,0,0,2,0,NA
"Tubocapsicum","Solanaceae","Solanales",0,0,0,2,0,NA
"Tuchiroa","Fabaceae","Fabales",0,0,0,2,0,NA
"Tuctoria","Poaceae","Poales",0,0,1,3,1,0
"Tugarinovia","Asteraceae","Asterales",0,0,0,1,0,NA
"Tulasneantha","Podostemaceae","Malpighiales",0,0,0,1,0,NA
"Tulbaghia","Amaryllidaceae","Asparagales",0,0,5,26,5,0
"Tulipa","Liliaceae","Liliales",0,0,24,113,24,0
"Tumamoca","Cucurbitaceae","Cucurbitales",0,0,1,2,1,0
"Tunatea","Fabaceae","Fabales",0,0,0,13,0,NA
"Tunilla","Cactaceae","Caryophyllales",0,0,0,2,0,NA
"Tupeia","Loranthaceae","Santalales",1,0,0,1,1,1
"Tupistra","Asparagaceae","Asparagales",0,0,1,20,1,0
"Turaniphytum","Asteraceae","Asterales",0,0,0,2,0,NA
"Turbina","Convolvulaceae","Solanales",1,0,2,13,3,0.333333333333333
"Turbinicarpus","Cactaceae","Caryophyllales",0,0,0,22,0,NA
"Turczaninowia","Asteraceae","Asterales",0,0,0,1,0,NA
"Turgenia","Apiaceae","Apiales",0,0,0,1,0,NA
"Turnera","Passifloraceae","Malpighiales",2,0,2,126,4,0.5
"Turpinia","Staphyleaceae","Crossosomatales",5,0,0,17,5,1
"Turraea","Meliaceae","Sapindales",10,0,0,48,10,1
"Turraeanthus","Meliaceae","Sapindales",1,0,0,3,1,1
"Turricula","Boraginaceae","UnknownOrder-Boraginaceae",1,0,0,1,1,1
"Turrillia","Proteaceae","Proteales",0,0,0,2,0,NA
"Turrita","Brassicaceae","Brassicales",0,0,0,1,0,NA
"Turritis","Brassicaceae","Brassicales",0,0,2,4,2,0
"Tussilago","Asteraceae","Asterales",0,0,1,1,1,0
"Tuxtla","Asteraceae","Asterales",1,0,0,1,1,1
"Tweedia","Apocynaceae","Gentianales",0,0,0,7,0,NA
"Tylecodon","Crassulaceae","Saxifragales",0,0,0,6,0,NA
"Tyleria","Ochnaceae","Malpighiales",0,0,0,14,0,NA
"Tyleropappus","Asteraceae","Asterales",0,0,0,1,0,NA
"Tylophora","Apocynaceae","Gentianales",0,1,0,88,0,NA
"Tylophoropsis","Apocynaceae","Gentianales",0,0,0,2,0,NA
"Tylopsacas","Gesneriaceae","Lamiales",0,0,0,1,0,NA
"Tylosema","Fabaceae","Fabales",0,1,0,4,0,NA
"Tylostigma","Orchidaceae","Asparagales",0,0,0,8,0,NA
"Tynanthus","Bignoniaceae","Lamiales",5,0,0,15,5,1
"Typha","Typhaceae","Poales",0,0,10,38,10,0
"Typhalea","Malvaceae","Malvales",0,0,0,1,0,NA
"Typhonium","Araceae","Alismatales",0,0,2,68,2,0
"Typhonodorum","Araceae","Alismatales",0,0,0,1,0,NA
"Tyrbastes","Restionaceae","Poales",0,0,1,1,1,0
"Tyrimnus","Asteraceae","Asterales",0,0,1,1,1,0
"Tysonia","Boraginaceae","UnknownOrder-Boraginaceae",0,0,0,2,0,NA
"Tytthostemma","Caryophyllaceae","Caryophyllales",0,0,0,1,0,NA
"Tzeltalia","Solanaceae","Solanales",0,0,0,3,0,NA
"Tzvelevopyrethrum","Asteraceae","Asterales",0,0,0,1,0,NA
"Uapaca","Phyllanthaceae","Malpighiales",13,0,0,46,13,1
"Uebelinia","Caryophyllaceae","Caryophyllales",0,0,0,6,0,NA
"Uebelmannia","Cactaceae","Caryophyllales",0,0,0,3,0,NA
"Uechtritzia","Asteraceae","Asterales",0,0,0,3,0,NA
"Ugamia","Asteraceae","Asterales",0,0,0,1,0,NA
"Ugni","Myrtaceae","Myrtales",2,0,0,4,2,1
"Uittienia","Fabaceae","Fabales",1,0,0,1,1,1
"Uladendron","Malvaceae","Malvales",1,0,0,1,1,1
"Uleanthus","Fabaceae","Fabales",0,0,0,1,0,NA
"Ulearum","Araceae","Alismatales",0,0,0,2,0,NA
"Uleiorchis","Orchidaceae","Asparagales",0,0,0,2,0,NA
"Ulex","Fabaceae","Fabales",3,0,0,13,3,1
"Ullucus","Basellaceae","Caryophyllales",0,1,0,1,0,NA
"Ulmus","Ulmaceae","Rosales",24,0,0,40,24,1
"Umbellularia","Lauraceae","Laurales",1,0,0,1,1,1
"Umbilicus","Crassulaceae","Saxifragales",0,0,1,10,1,0
"Umtiza","Fabaceae","Fabales",0,0,0,1,0,NA
"Uncaria","Rubiaceae","Gentianales",4,1,0,40,4,1
"Uncarina","Pedaliaceae","Lamiales",2,0,0,11,2,1
"Uncifera","Orchidaceae","Asparagales",0,0,0,6,0,NA
"Uncinia","Cyperaceae","Poales",0,0,29,70,29,0
"Ungernia","Amaryllidaceae","Asparagales",0,0,2,10,2,0
"Ungnadia","Sapindaceae","Sapindales",1,0,0,1,1,1
"Ungulipetalum","Menispermaceae","Ranunculales",0,0,0,1,0,NA
"Unigenes","Campanulaceae","Asterales",0,0,0,1,0,NA
"Uniola","Poaceae","Poales",0,0,1,5,1,0
"Unona","Annonaceae","Magnoliales",0,0,0,1,0,NA
"Unonopsis","Annonaceae","Magnoliales",17,0,0,48,17,1
"Unxia","Asteraceae","Asterales",0,0,0,2,0,NA
"Urananthus","Gentianaceae","Gentianales",0,0,0,1,0,NA
"Uranthoecium","Poaceae","Poales",0,0,0,1,0,NA
"Uraria","Fabaceae","Fabales",0,0,1,25,1,0
"Urariopsis","Fabaceae","Fabales",0,0,0,2,0,NA
"Uraspermum","Apiaceae","Apiales",0,0,0,1,0,NA
"Urbananthus","Asteraceae","Asterales",0,0,0,2,0,NA
"Urbanisol","Asteraceae","Asterales",0,0,0,1,0,NA
"Urbanodendron","Lauraceae","Laurales",1,0,0,3,1,1
"Urbinella","Asteraceae","Asterales",0,0,0,1,0,NA
"Urceocharis","Amaryllidaceae","Asparagales",0,0,0,1,0,NA
"Urceola","Apocynaceae","Gentianales",0,4,0,17,0,NA
"Urceolina","Amaryllidaceae","Asparagales",0,0,0,7,0,NA
"Urelytrum","Poaceae","Poales",0,0,0,7,0,NA
"Urena","Malvaceae","Malvales",1,0,0,10,1,1
"Urera","Urticaceae","Rosales",5,0,0,43,5,1
"Urginea","Asparagaceae","Asparagales",0,0,0,4,0,NA
"Uribea","Fabaceae","Fabales",1,0,0,1,1,1
"Urmenetea","Asteraceae","Asterales",0,0,0,1,0,NA
"Urobotrya","Opiliaceae","Santalales",0,0,0,7,0,NA
"Urocarpidium","Malvaceae","Malvales",0,0,0,6,0,NA
"Urochlaena","Poaceae","Poales",0,0,0,1,0,NA
"Urochloa","Poaceae","Poales",0,0,2,17,2,0
"Urochondra","Poaceae","Poales",0,0,0,1,0,NA
"Urodon","Fabaceae","Fabales",0,0,0,2,0,NA
"Urogentias","Gentianaceae","Gentianales",0,0,0,1,0,NA
"Urolepis","Asteraceae","Asterales",0,0,0,1,0,NA
"Uromyrtus","Myrtaceae","Myrtales",2,0,0,23,2,1
"Uropappus","Asteraceae","Asterales",0,0,1,3,1,0
"Urophyllum","Rubiaceae","Gentianales",5,0,0,119,5,1
"Urophysa","Ranunculaceae","Ranunculales",0,0,0,2,0,NA
"Uroskinnera","Plantaginaceae","Lamiales",0,0,0,4,0,NA
"Urospatha","Araceae","Alismatales",0,0,0,11,0,NA
"Urospermum","Asteraceae","Asterales",0,0,2,2,2,0
"Urostachys","Lycopodiaceae","Lycopodiales",0,0,27,30,27,0
"Ursinia","Asteraceae","Asterales",0,0,1,42,1,0
"Urtica","Urticaceae","Rosales",0,0,4,53,4,0
"Urticastrum","Urticaceae","Rosales",0,0,0,5,0,NA
"Urvillea","Sapindaceae","Sapindales",2,0,0,13,2,1
"Usteria","Loganiaceae","Gentianales",1,0,0,1,1,1
"Utania","Loganiaceae","Gentianales",0,0,0,1,0,NA
"Utleya","Ericaceae","Ericales",0,0,0,1,0,NA
"Utricularia","Lentibulariaceae","Lamiales",0,0,13,218,13,0
"Utsetela","Moraceae","Rosales",0,0,0,2,0,NA
"Uva-ursi","Ericaceae","Ericales",0,0,0,2,0,NA
"Uvaria","Annonaceae","Magnoliales",16,0,0,113,16,1
"Uvariastrum","Annonaceae","Magnoliales",2,0,0,8,2,1
"Uvariodendron","Annonaceae","Magnoliales",1,0,0,14,1,1
"Uvariopsis","Annonaceae","Magnoliales",1,0,0,16,1,1
"Uvularia","Colchicaceae","Liliales",0,0,5,5,5,0
"Vaccaria","Caryophyllaceae","Caryophyllales",0,0,1,1,1,0
"Vaccinium","Ericaceae","Ericales",57,0,0,223,57,1
"Vachellia","Fabaceae","Fabales",1,0,0,32,1,1
"Vagaria","Amaryllidaceae","Asparagales",0,0,2,2,2,0
"Vaginopteris","Pteridaceae","Polypodiales",0,0,0,1,0,NA
"Vaginularia","Pteridaceae","Polypodiales",0,0,0,1,0,NA
"Vahadenia","Apocynaceae","Gentianales",0,1,0,2,0,NA
"Vahlia","Vahliaceae","UnknownOrder-Vahliaceae",0,0,1,5,1,0
"Valantia","Rubiaceae","Gentianales",0,0,2,7,2,0
"Valdivia","Escalloniaceae","Escalloniales",1,0,0,1,1,1
"Valeriana","Caprifoliaceae","Dipsacales",3,0,22,289,25,0.12
"Valerianella","Caprifoliaceae","Dipsacales",0,0,1,45,1,0
"Valiha","Poaceae","Poales",0,0,0,2,0,NA
"Vallariopsis","Apocynaceae","Gentianales",0,0,0,1,0,NA
"Vallaris","Apocynaceae","Gentianales",1,0,0,3,1,1
"Vallea","Elaeocarpaceae","Oxalidales",1,0,0,2,1,1
"Vallesia","Apocynaceae","Gentianales",2,0,0,12,2,1
"Vallisneria","Hydrocharitaceae","Alismatales",0,0,4,14,4,0
"Van-royena","Sapotaceae","Ericales",1,0,0,1,1,1
"Vanasushava","Apiaceae","Apiales",0,0,0,1,0,NA
"Vancouveria","Berberidaceae","Ranunculales",0,0,2,3,2,0
"Vanda","Orchidaceae","Asparagales",0,0,2,60,2,0
"Vandasina","Fabaceae","Fabales",0,0,0,1,0,NA
"Vandellia","Linderniaceae","Lamiales",0,0,0,1,0,NA
"Vandenboschia","Hymenophyllaceae","Hymenophyllales",0,0,0,6,0,NA
"Vandopsis","Orchidaceae","Asparagales",0,0,1,4,1,0
"Vangueria","Rubiaceae","Gentianales",11,0,0,55,11,1
"Vangueriella","Rubiaceae","Gentianales",1,0,0,18,1,1
"Vangueriopsis","Rubiaceae","Gentianales",1,0,0,5,1,1
"Vanheerdea","Aizoaceae","Caryophyllales",0,0,0,1,0,NA
"Vanhouttea","Gesneriaceae","Lamiales",1,0,0,9,1,1
"Vania","Brassicaceae","Brassicales",0,0,0,1,0,NA
"Vanieria","Moraceae","Rosales",0,0,0,1,0,NA
"Vanilla","Orchidaceae","Asparagales",0,0,6,106,6,0
"Vanoverberghia","Zingiberaceae","Zingiberales",0,0,0,2,0,NA
"Vanroyenella","Podostemaceae","Malpighiales",0,0,1,1,1,0
"Vantanea","Humiriaceae","Malpighiales",9,0,0,20,9,1
"Vanwykia","Loranthaceae","Santalales",0,0,0,2,0,NA
"Vanzijlia","Aizoaceae","Caryophyllales",0,0,0,1,0,NA
"Vargasiella","Orchidaceae","Asparagales",0,0,0,2,0,NA
"Varilla","Asteraceae","Asterales",1,0,0,2,1,1
"Varronia","Boraginaceae","UnknownOrder-Boraginaceae",0,0,0,14,0,NA
"Varthemia","Asteraceae","Asterales",0,0,0,3,0,NA
"Vasconcellea","Caricaceae","Brassicales",1,0,0,8,1,1
"Vaseyanthus","Cucurbitaceae","Cucurbitales",0,0,0,1,0,NA
"Vaseyochloa","Poaceae","Poales",0,0,1,1,1,0
"Vasivaea","Malvaceae","Malvales",0,0,0,2,0,NA
"Vasquezia","Asteraceae","Asterales",0,0,0,1,0,NA
"Vasqueziella","Orchidaceae","Asparagales",0,0,1,1,1,0
"Vassobia","Solanaceae","Solanales",1,0,0,3,1,1
"Vatairea","Fabaceae","Fabales",7,0,0,8,7,1
"Vataireopsis","Fabaceae","Fabales",3,0,0,4,3,1
"Vateria","Dipterocarpaceae","Malvales",1,0,0,1,1,1
"Vateriopsis","Dipterocarpaceae","Malvales",1,0,0,1,1,1
"Vatica","Dipterocarpaceae","Malvales",2,0,0,5,2,1
"Vatovaea","Fabaceae","Fabales",0,0,0,1,0,NA
"Vaughania","Fabaceae","Fabales",0,0,0,11,0,NA
"Vaupelia","Boraginaceae","UnknownOrder-Boraginaceae",0,0,0,1,0,NA
"Vaupesia","Euphorbiaceae","Malpighiales",0,0,0,1,0,NA
"Vauquelinia","Rosaceae","Rosales",2,0,0,2,2,1
"Vavara","Acanthaceae","Lamiales",0,0,0,1,0,NA
"Vavilovia","Fabaceae","Fabales",0,0,0,1,0,NA
"Veeresia","Malvaceae","Malvales",0,0,0,1,0,NA
"Veitchia","Arecaceae","Arecales",2,0,0,8,2,1
"Velezia","Caryophyllaceae","Caryophyllales",0,0,0,2,0,NA
"Vella","Brassicaceae","Brassicales",0,0,0,7,0,NA
"Vellereophyton","Asteraceae","Asterales",0,0,1,7,1,0
"Vellosiella","Orobanchaceae","Lamiales",0,0,0,2,0,NA
"Vellozia","Velloziaceae","Pandanales",0,0,0,127,0,NA
"Veltheimia","Asparagaceae","Asparagales",0,0,2,2,2,0
"Venegasia","Asteraceae","Asterales",0,0,0,1,0,NA
"Venidium","Asteraceae","Asterales",0,0,0,1,0,NA
"Ventenata","Poaceae","Poales",0,0,1,8,1,0
"Ventilago","Rhamnaceae","Rosales",0,0,0,9,0,NA
"Ventricularia","Orchidaceae","Asparagales",0,0,1,2,1,0
"Vepris","Rutaceae","Sapindales",8,0,0,83,8,1
"Veratrilla","Gentianaceae","Gentianales",0,0,0,2,0,NA
"Veratrum","Melanthiaceae","Liliales",0,0,9,27,9,0
"Verbascum","Scrophulariaceae","Lamiales",0,0,5,116,5,0
"Verbena","Verbenaceae","Lamiales",0,0,13,101,13,0
"Verbenoxylum","Verbenaceae","Lamiales",0,0,0,1,0,NA
"Verbesina","Asteraceae","Asterales",3,0,4,303,7,0.428571428571429
"Verhuellia","Piperaceae","Piperales",0,0,0,3,0,NA
"Vernicia","Euphorbiaceae","Malpighiales",1,0,0,3,1,1
"Vernonanthura","Asteraceae","Asterales",0,0,0,63,0,NA
"Vernonella","Asteraceae","Asterales",0,0,0,12,0,NA
"Vernonia","Asteraceae","Asterales",4,0,4,671,8,0.5
"Vernoniastrum","Asteraceae","Asterales",0,0,0,12,0,NA
"Vernonieae","Asteraceae","Asterales",0,0,0,32,0,NA
"Vernoniopsis","Asteraceae","Asterales",0,0,0,2,0,NA
"Veronica","Plantaginaceae","Lamiales",2,0,19,198,21,0.0952380952380952
"Veronicastrum","Plantaginaceae","Lamiales",0,0,2,15,2,0
"Verreauxia","Goodeniaceae","Asterales",0,0,0,1,0,NA
"Verrucifera","Aizoaceae","Caryophyllales",0,0,0,1,0,NA
"Verrucularia","Malpighiaceae","Malpighiales",1,0,0,2,1,1
"Verrucularina","Malpighiaceae","Malpighiales",0,0,0,2,0,NA
"Verschaffeltia","Arecaceae","Arecales",0,0,0,1,0,NA
"Verticordia","Myrtaceae","Myrtales",29,0,0,102,29,1
"Verzinum","Fabaceae","Fabales",0,0,0,1,0,NA
"Vesalea","Caprifoliaceae","Dipsacales",0,0,0,1,0,NA
"Veselskya","Brassicaceae","Brassicales",0,0,0,1,0,NA
"Vesselowskya","Cunoniaceae","Oxalidales",1,0,0,1,1,1
"Vestia","Solanaceae","Solanales",1,0,0,1,1,1
"Vexatorella","Proteaceae","Proteales",1,0,0,1,1,1
"Vexibia","Fabaceae","Fabales",0,0,0,3,0,NA
"Veyretella","Orchidaceae","Asparagales",0,0,0,2,0,NA
"Veyretia","Orchidaceae","Asparagales",0,0,0,11,0,NA
"Viburnum","Adoxaceae","Dipsacales",40,0,0,166,40,1
"Vicatia","Apiaceae","Apiales",0,0,0,4,0,NA
"Vicia","Fabaceae","Fabales",0,0,15,232,15,0
"Victoria","Nymphaeaceae","Nymphaeales",0,0,2,2,2,0
"Vidalasia","Rubiaceae","Gentianales",0,0,0,5,0,NA
"Vieraea","Asteraceae","Asterales",1,0,0,1,1,1
"Viereckia","Asteraceae","Asterales",0,0,0,1,0,NA
"Vietnamocalamus","Poaceae","Poales",0,0,0,1,0,NA
"Vietnamochloa","Poaceae","Poales",0,0,0,1,0,NA
"Vietnamosasa","Poaceae","Poales",0,0,0,3,0,NA
"Vietorchis","Orchidaceae","Asparagales",0,0,0,1,0,NA
"Vigethia","Asteraceae","Asterales",0,0,0,1,0,NA
"Vigna","Fabaceae","Fabales",0,0,1,118,1,0
"Viguiera","Asteraceae","Asterales",0,0,0,153,0,NA
"Viguieranthus","Fabaceae","Fabales",0,0,0,18,0,NA
"Viguierella","Poaceae","Poales",0,0,0,1,0,NA
"Villadia","Crassulaceae","Saxifragales",0,0,0,44,0,NA
"Villanova","Asteraceae","Asterales",0,0,0,4,0,NA
"Villaria","Rubiaceae","Gentianales",0,0,0,5,0,NA
"Villarsia","Menyanthaceae","Asterales",0,0,0,5,0,NA
"Villasenoria","Asteraceae","Asterales",0,0,0,1,0,NA
"Villebrunea","Urticaceae","Rosales",0,0,0,1,0,NA
"Vilmorinia","Fabaceae","Fabales",0,0,0,2,0,NA
"Viminaria","Fabaceae","Fabales",0,0,0,1,0,NA
"Vinca","Apocynaceae","Gentianales",0,0,1,5,1,0
"Vincetoxicum","Apocynaceae","Gentianales",0,1,2,71,2,0
"Vindasia","Acanthaceae","Lamiales",0,0,0,1,0,NA
"Vinicia","Asteraceae","Asterales",0,0,0,1,0,NA
"Vinkia","Haloragaceae","Saxifragales",0,0,0,1,0,NA
"Viola","Violaceae","Malpighiales",1,0,59,478,60,0.0166666666666667
"Viorna","Ranunculaceae","Ranunculales",0,0,0,4,0,NA
"Viposia","Celastraceae","Celastrales",0,0,0,1,0,NA
"Virectaria","Rubiaceae","Gentianales",0,0,2,8,2,0
"Virgilia","Fabaceae","Fabales",2,0,0,2,2,1
"Viridivia","Passifloraceae","Malpighiales",0,0,0,1,0,NA
"Virola","Myristicaceae","Magnoliales",28,0,0,48,28,1
"Virotia","Proteaceae","Proteales",0,0,0,2,0,NA
"Viscainoa","Zygophyllaceae","Zygophyllales",0,0,0,1,0,NA
"Viscum","Santalaceae","Santalales",3,0,0,74,3,1
"Vismia","Hypericaceae","Malpighiales",11,0,0,59,11,1
"Vismianthus","Connaraceae","Oxalidales",1,0,0,2,1,1
"Vitaliana","Primulaceae","Ericales",0,0,1,1,1,0
"Vitekorchis","Orchidaceae","Asparagales",0,0,0,4,0,NA
"Vitellaria","Sapotaceae","Ericales",1,0,0,1,1,1
"Vitellariopsis","Sapotaceae","Ericales",3,0,0,5,3,1
"Vitex","Lamiaceae","Lamiales",48,0,0,223,48,1
"Viticella","Boraginaceae","UnknownOrder-Boraginaceae",0,0,0,1,0,NA
"Vitis","Vitaceae","Vitales",11,0,0,79,11,1
"Vittadinia","Asteraceae","Asterales",0,0,4,29,4,0
"Vittaria","Pteridaceae","Polypodiales",0,0,7,41,7,0
"Vittetia","Asteraceae","Asterales",0,0,0,2,0,NA
"Viviania","Vivianiaceae","Geraniales",1,0,0,3,1,1
"Vlokia","Aizoaceae","Caryophyllales",0,0,0,1,0,NA
